user_id,process_sequence
user_5,"[[41.76532683118195, ""process_23""], [32.83263124828224, ""process_40""], [16.932619429260605, ""process_26""], [30.014962222086194, ""process_12""], [31.072516386416595, ""process_16""]]"
user_5,"[[10.249433566274407, ""process_20""], [20.97990831891543, ""process_42""], [28.300697132706386, ""process_16""], [28.508323489399388, ""process_43""], [28.22622324867189, ""process_17""], [29.803597228400477, ""process_12""], [29.364279210283534, ""process_42""], [29.573775580004565, ""process_11""]]"
user_5,"[[39.78168233526034, ""process_30""], [33.76028176737094, ""process_24""], [29.764153777896183, ""process_16""], [29.779415223964907, ""process_16""], [30.63994257880089, ""process_11""], [31.592203860925334, ""process_17""], [30.266972323003603, ""process_16""], [29.869640556803482, ""process_16""]]"
user_5,"[[39.385744196954384, ""process_44""], [34.113072208221695, ""process_40""], [16.313635931542468, ""process_36""], [28.924233643143257, ""process_16""], [30.648921971944883, ""process_20""], [29.027612729609473, ""process_16""], [30.927114052178254, ""process_32""], [30.04336811527132, ""process_12""]]"
user_5,"[[41.08864583333859, ""process_4""], [10.185084950892877, ""process_34""], [14.077499116801214, ""process_11""], [17.94115068831175, ""process_36""], [29.53704395626996, ""process_43""], [28.987143687935916, ""process_9""]]"
user_5,"[[40.480325431124434, ""process_49""], [19.2942450475963, ""process_0""], [16.088982313191696, ""process_26""], [30.208593673913647, ""process_16""], [9.476752097038954, ""process_0""], [21.281224027724633, ""process_0""]]"
user_6,"[[17.153918095091296, ""process_19""], [10.106091669478332, ""process_32""], [12.087130592214328, ""process_47""], [7.956081576227378, ""process_14""], [11.292355634471333, ""process_27""], [31.58341342927864, ""process_16""], [14.945000556031623, ""process_33""]]"
user_6,"[[10.095493641413567, ""process_17""], [13.847660515630041, ""process_15""], [37.99832810342483, ""process_25""], [24.496985905383703, ""process_49""], [10.300014076424608, ""process_32""], [13.270097936040948, ""process_15""], [10.913458526371109, ""process_32""], [12.064890435886628, ""process_28""]]"
user_6,"[[16.215019175626626, ""process_33""], [9.37122776732221, ""process_32""], [15.275456785595097, ""process_15""], [38.66204896006394, ""process_17""], [27.247776333585193, ""process_31""], [10.655739889433498, ""process_1""], [13.1940201974267, ""process_44""], [10.551669060912277, ""process_48""]]"
user_6,"[[16.630246777260762, ""process_19""], [14.619222575131182, ""process_47""], [35.44166944284647, ""process_37""], [26.810699112809484, ""process_41""], [10.195890930102358, ""process_32""], [12.692454217553365, ""process_15""], [9.287004712328097, ""process_31""]]"
user_6,"[[16.447769611928447, ""process_5""], [28.633649237335657, ""process_16""], [20.281897955759366, ""process_44""], [19.345866169961965, ""process_0""], [33.82095328179411, ""process_20""]]"
user_6,"[[16.884693597307663, ""process_33""], [10.411935593435476, ""process_32""], [13.984256295390443, ""process_36""], [38.50872710847943, ""process_21""], [26.46239988370968, ""process_20""], [9.478513462738487, ""process_34""], [12.545649874360482, ""process_15""], [10.455134041530545, ""process_1""]]"
user_6,"[[17.936791381397285, ""process_18""], [9.565962702572666, ""process_1""], [14.794777364792777, ""process_5""], [28.1839579322397, ""process_31""], [36.42143236027388, ""process_6""], [29.623636533467923, ""process_31""]]"
user_6,"[[14.902700599593496, ""process_19""], [10.314422227470494, ""process_32""], [14.073917330759096, ""process_15""], [36.78894492113804, ""process_42""], [26.075265769554637, ""process_3""]]"
user_6,"[[23.03535155583605, ""process_8""], [14.830292098722172, ""process_7""], [37.130326150715945, ""process_37""], [26.90579999730993, ""process_17""], [10.63953817889, ""process_34""]]"
user_6,"[[16.26714451103149, ""process_19""], [30.64096416726498, ""process_43""], [39.419037421706946, ""process_35""], [9.628631396756285, ""process_1""], [13.461696450296033, ""process_22""], [11.365517884107096, ""process_39""], [11.98990841061777, ""process_15""]]"
user_6,"[[15.948622787630631, ""process_36""], [32.56133548686568, ""process_2""], [17.88053911451647, ""process_19""], [28.77025275813404, ""process_43""], [16.05660790615433, ""process_5""], [8.888638362425556, ""process_34""]]"
user_6,"[[14.905790801431644, ""process_6""], [28.594472928832566, ""process_17""], [17.79861462569611, ""process_0""], [19.764695520838927, ""process_44""], [20.282853902782232, ""process_42""], [19.146188483580012, ""process_0""], [30.686394125704897, ""process_22""], [16.080696932716858, ""process_5""]]"
user_6,"[[17.09687375343653, ""process_26""], [9.480896638389844, ""process_15""], [14.06290828772496, ""process_22""], [37.30119907318531, ""process_39""], [28.278091283275145, ""process_3""]]"
user_6,"[[16.400392144370077, ""process_36""], [30.505057592646363, ""process_12""], [12.195848697509096, ""process_47""], [36.22212509986788, ""process_19""], [28.48882565416708, ""process_13""], [10.4091528099007, ""process_3""], [11.703416055985294, ""process_15""], [38.002874232627455, ""process_38""]]"
user_6,"[[14.676502373958945, ""process_26""], [18.804206546734548, ""process_5""], [11.979392101111786, ""process_34""], [10.723992503013164, ""process_3""], [9.912647259030862, ""process_34""], [13.313454055593713, ""process_47""]]"
user_6,"[[17.200279125651114, ""process_5""], [9.300593104916157, ""process_32""], [12.782936032739448, ""process_28""], [37.51360313240182, ""process_37""], [26.900630337153274, ""process_44""]]"
user_6,"[[11.314330913450707, ""process_9""], [14.019101730011242, ""process_7""], [34.819657899789476, ""process_21""], [28.19673050659081, ""process_10""], [17.371571128887656, ""process_33""], [11.338173120379755, ""process_4""], [35.01932120995912, ""process_38""]]"
user_6,"[[15.757240678217029, ""process_33""], [8.875029783930207, ""process_32""], [10.472812858937433, ""process_32""], [14.558171695095233, ""process_15""], [28.520277195678027, ""process_16""], [17.96699426712038, ""process_33""]]"
user_6,"[[21.572624387436527, ""process_6""], [29.83695379530936, ""process_1""], [16.338589389973784, ""process_5""], [10.520308856352838, ""process_32""], [13.791535861457909, ""process_5""], [37.63627083953342, ""process_15""], [26.866706501067565, ""process_18""]]"
user_6,"[[15.862238950359462, ""process_20""], [8.702052655539685, ""process_33""], [10.355564199126473, ""process_41""], [13.035406214963935, ""process_11""], [37.26590755535322, ""process_45""], [27.912980088262472, ""process_18""], [17.367138819965568, ""process_36""]]"
user_6,"[[15.834021014999667, ""process_32""], [28.103792799878644, ""process_0""], [10.033583836507471, ""process_32""], [8.436975748880975, ""process_36""], [13.110037206915292, ""process_47""], [10.38349587557203, ""process_17""]]"
user_6,"[[15.724432093907428, ""process_36""], [10.365116504973237, ""process_34""], [13.73777123900739, ""process_8""], [10.135860551609198, ""process_1""], [12.833030239587075, ""process_29""], [36.198088074319806, ""process_6""], [26.4281233209273, ""process_36""], [16.643927666297454, ""process_19""]]"
user_6,"[[18.644612747211234, ""process_45""], [28.907402111159815, ""process_16""], [14.09462073006493, ""process_28""], [36.043102018651055, ""process_38""], [27.073486954364512, ""process_3""], [16.727409483814036, ""process_35""], [11.180411405054262, ""process_32""], [13.790370885413816, ""process_47""]]"
user_6,"[[10.08441282469309, ""process_1""], [10.32594506929267, ""process_1""], [9.272681331021227, ""process_14""], [9.006956286037015, ""process_1""], [10.887789339404415, ""process_34""], [9.676510777146868, ""process_30""]]"
user_6,"[[16.23722317631267, ""process_19""], [16.03513542339343, ""process_26""], [9.129212240882628, ""process_20""], [14.376682592278428, ""process_28""], [37.40646928883536, ""process_0""]]"
user_6,"[[17.98331425250782, ""process_36""], [13.808139800529524, ""process_11""], [37.85398954494774, ""process_40""], [26.327333174265235, ""process_18""], [9.667465543783782, ""process_32""], [14.605742727494603, ""process_47""], [36.302040004190715, ""process_25""], [28.30350496972064, ""process_13""]]"
user_6,"[[15.922509879072576, ""process_19""], [29.565056138354397, ""process_16""], [21.537039411147553, ""process_10""], [33.575944476706795, ""process_30""], [9.333788308339214, ""process_1""], [13.584186344083662, ""process_3""]]"
user_6,"[[18.04480643830769, ""process_36""], [11.279751107447863, ""process_1""], [13.157081752734166, ""process_47""], [37.54143263341572, ""process_26""], [26.917972233968396, ""process_18""]]"
user_6,"[[16.541509639805618, ""process_26""], [9.693648327514673, ""process_34""], [15.740438378482214, ""process_28""], [36.783753403959686, ""process_25""], [25.882267693882376, ""process_3""], [15.433492129600264, ""process_36""], [10.851807634060803, ""process_26""], [12.321525858443538, ""process_26""]]"
user_6,"[[15.180538850534857, ""process_36""], [10.540543837499948, ""process_48""], [10.01324351769905, ""process_33""], [10.666367545427638, ""process_39""], [14.550636068352237, ""process_32""], [35.636388958683554, ""process_38""], [15.129639603361127, ""process_44""], [34.71269625395085, ""process_18""]]"
user_6,"[[17.19002373798596, ""process_9""], [13.675058587397768, ""process_47""], [35.32048331321851, ""process_37""], [29.378321801421507, ""process_22""], [39.86719641316524, ""process_9""], [38.01845641670243, ""process_46""], [28.035732069635284, ""process_13""], [15.926599943426965, ""process_5""]]"
user_6,"[[16.20831110431164, ""process_19""], [10.50273932115598, ""process_1""], [12.988671735839628, ""process_15""], [36.59310076143041, ""process_21""], [14.223325010545295, ""process_11""], [37.06559876954913, ""process_13""]]"
user_6,"[[16.67870704568741, ""process_36""], [8.635958331270196, ""process_45""], [13.0728416822216, ""process_47""], [36.98002191481657, ""process_37""], [25.872160726330097, ""process_20""], [31.548279293723045, ""process_17""]]"
user_6,"[[15.927586454690678, ""process_43""], [10.302843040128096, ""process_32""], [12.97168009246765, ""process_47""], [35.49193786684613, ""process_25""], [26.71271449947955, ""process_31""], [15.862109526644462, ""process_16""]]"
user_6,"[[17.758649123269745, ""process_49""], [9.246487244671806, ""process_1""], [13.799735564823255, ""process_7""], [36.585133873365955, ""process_38""], [13.484383658393352, ""process_47""], [26.50483661220886, ""process_20""], [25.80452628704508, ""process_13""]]"
user_6,"[[16.953395589677093, ""process_38""], [12.215086234177242, ""process_28""], [37.390766695520426, ""process_2""], [25.75242824301648, ""process_3""], [11.318838757883329, ""process_1""], [13.15151258809772, ""process_47""], [36.850328875060875, ""process_6""], [26.36042418639452, ""process_41""]]"
user_6,"[[19.657544308283406, ""process_0""], [19.76185025867252, ""process_22""], [31.26422928768607, ""process_43""], [13.15827050726018, ""process_11""], [36.77678883362107, ""process_14""], [27.59019897019495, ""process_3""]]"
user_6,"[[16.567785225826633, ""process_19""], [13.532799157370345, ""process_15""], [26.56789432515001, ""process_13""], [32.06811954246971, ""process_6""], [13.164449615760367, ""process_47""]]"
user_6,"[[16.067782949838673, ""process_12""], [8.717883550867363, ""process_32""], [13.320054281501195, ""process_47""], [36.471387537031, ""process_25""], [27.653157965341226, ""process_17""], [29.999610255379654, ""process_8""]]"
user_6,"[[16.428708908179185, ""process_16""], [9.402868643323709, ""process_32""], [12.820538946978333, ""process_28""], [39.437847044858266, ""process_15""], [26.318185394911673, ""process_30""], [10.24992411884892, ""process_14""], [11.789708698065915, ""process_38""]]"
user_6,"[[16.150750723979726, ""process_31""], [10.77604530404151, ""process_28""], [36.76982684035001, ""process_25""], [27.16966460512006, ""process_28""], [9.654462208892713, ""process_32""], [15.093396871868645, ""process_47""], [29.934777010570876, ""process_16""], [41.54567711132296, ""process_49""]]"
user_6,"[[16.276384924449008, ""process_6""], [29.483065858358206, ""process_12""], [19.66184193672468, ""process_41""], [20.15712315271495, ""process_0""], [33.193314998104896, ""process_40""], [9.42044531683101, ""process_5""]]"
user_6,"[[16.208380408569596, ""process_33""], [12.378745473432481, ""process_1""], [12.565592192689943, ""process_33""], [37.7559632911427, ""process_25""], [27.37519209764995, ""process_13""], [9.733490645202899, ""process_32""], [12.56055051197202, ""process_47""]]"
user_7,"[[36.77633531469086, ""process_17""], [31.41604930233896, ""process_20""], [18.508026908634378, ""process_15""], [12.28984475148066, ""process_6""], [30.053492409604523, ""process_12""], [19.352540455087148, ""process_0""]]"
user_7,"[[36.90647176958008, ""process_37""], [25.77062331308842, ""process_10""], [26.61092255564529, ""process_13""], [28.835115596326414, ""process_12""], [23.529412276657332, ""process_10""], [19.679440032890195, ""process_44""], [14.481673348531785, ""process_47""], [37.31678821995504, ""process_35""]]"
user_7,"[[35.145476263210114, ""process_21""], [17.749729192096567, ""process_33""], [30.404924856213892, ""process_22""], [16.57238035928608, ""process_33""], [32.80690601362395, ""process_17""], [22.604852892379757, ""process_46""], [19.49563533218176, ""process_23""]]"
user_7,"[[35.90428386682349, ""process_38""], [28.785914214474552, ""process_12""], [17.41172085253279, ""process_23""], [28.089639119130887, ""process_12""], [19.46699742123317, ""process_0""]]"
user_7,"[[36.97557915777634, ""process_25""], [17.88075508343723, ""process_19""], [16.088032251123185, ""process_19""], [28.802635036162823, ""process_16""], [20.83899342849575, ""process_8""], [13.478916579473625, ""process_25""], [32.908388935817, ""process_30""]]"
user_7,"[[12.471792621835515, ""process_47""], [32.605285096351224, ""process_22""], [16.987158843148165, ""process_0""], [36.19419802671049, ""process_25""], [30.309644261783596, ""process_16""], [15.155091482848617, ""process_38""]]"
user_7,"[[13.220814972310936, ""process_47""], [36.719131548076994, ""process_21""], [9.451444800867604, ""process_32""], [24.106784792371325, ""process_3""], [28.27017047784944, ""process_18""], [30.651792058712623, ""process_16""]]"
user_7,"[[35.83822815919602, ""process_38""], [15.761012216868174, ""process_36""], [28.728025549286055, ""process_13""], [19.285246048980788, ""process_0""], [24.093390549068396, ""process_46""]]"
user_7,"[[36.01395409279132, ""process_35""], [15.851234798317066, ""process_33""], [28.436469566754678, ""process_22""], [20.26957297212713, ""process_37""], [23.091842661815217, ""process_29""]]"
user_7,"[[38.52225454969105, ""process_38""], [15.328708558451567, ""process_26""], [30.371549832976918, ""process_12""], [20.173520378109767, ""process_41""], [13.664824249150367, ""process_47""], [32.85153546181489, ""process_49""], [15.3822200536452, ""process_5""]]"
user_7,"[[12.264696746259958, ""process_47""], [31.881605722887997, ""process_30""], [17.149505242007425, ""process_33""], [36.60549385602626, ""process_22""], [10.55923531764727, ""process_32""]]"
user_7,"[[36.97550397977069, ""process_0""], [17.085111388820582, ""process_36""], [27.527471909411965, ""process_43""], [22.28263498608285, ""process_46""], [41.25875167446689, ""process_49""], [20.446207968368093, ""process_0""]]"
user_7,"[[37.254007950795334, ""process_25""], [9.906566572716088, ""process_35""], [39.04388814681959, ""process_9""], [17.869699641028845, ""process_41""], [22.565498249070036, ""process_11""], [26.82606965810698, ""process_3""], [26.314786695604262, ""process_18""]]"
user_7,"[[36.499811174001096, ""process_38""], [28.7892561034013, ""process_16""], [23.112127514522204, ""process_29""], [27.41708533524491, ""process_17""], [26.76739639822594, ""process_18""]]"
user_7,"[[37.95967761549188, ""process_6""], [10.053881950275231, ""process_48""], [40.12009863143529, ""process_27""], [18.923460164228693, ""process_0""], [13.156235547651479, ""process_48""], [35.929816378232125, ""process_25""]]"
user_7,"[[30.312166854130275, ""process_43""], [22.473071293523383, ""process_29""], [40.50510814588762, ""process_23""], [20.138343714113073, ""process_41""], [12.611466156784282, ""process_37""], [35.537044820421706, ""process_30""], [28.437158786313407, ""process_17""]]"
user_7,"[[36.49995459462546, ""process_44""], [29.71827888022402, ""process_43""], [20.369999418754347, ""process_11""], [14.863745487392723, ""process_34""], [37.06993654682052, ""process_25""]]"
user_7,"[[12.967743136522644, ""process_47""], [37.241177900114614, ""process_25""], [28.876360206050272, ""process_43""], [18.346845206363405, ""process_47""], [11.16996540044763, ""process_31""], [34.8309275437425, ""process_40""]]"
user_7,"[[34.67871373109117, ""process_38""], [23.166261577993584, ""process_27""], [19.692208416736978, ""process_41""], [23.425728627160133, ""process_10""], [26.893755059907786, ""process_3""], [30.308112717939405, ""process_12""], [23.430241049716827, ""process_8""]]"
user_7,"[[37.51807587564337, ""process_25""], [30.834321210672414, ""process_27""], [20.063389778173832, ""process_45""], [37.2303734859535, ""process_25""], [22.56098574449747, ""process_29""], [25.859461545912133, ""process_3""], [26.859977323635363, ""process_38""]]"
user_7,"[[37.480992609962435, ""process_25""], [31.114192631682254, ""process_43""], [23.060595452250993, ""process_8""], [38.792851762426785, ""process_9""], [20.121113095154204, ""process_1""], [12.737920460109763, ""process_15""], [34.52094667409764, ""process_39""], [19.65240912272954, ""process_11""]]"
user_7,"[[37.49376958514698, ""process_6""], [11.328244427747531, ""process_32""], [23.732578197135656, ""process_27""], [25.348810626155622, ""process_20""], [27.303406752571554, ""process_20""]]"
user_7,"[[35.588743028677065, ""process_38""], [30.598127347655534, ""process_22""], [15.617601860870057, ""process_19""], [31.57005637136802, ""process_43""], [20.162541325072485, ""process_0""], [14.381010698134371, ""process_47""]]"
user_7,"[[35.435960032653725, ""process_37""], [27.90465033905822, ""process_16""], [18.360334894727714, ""process_45""], [13.141966546632313, ""process_47""], [32.01451962409951, ""process_30""]]"
user_7,"[[36.79393117623252, ""process_6""], [10.085034074299754, ""process_8""], [35.34891937350329, ""process_40""], [16.868753710906372, ""process_5""], [36.14114700060602, ""process_37""]]"
user_7,"[[38.58791391621562, ""process_38""], [29.35977253226499, ""process_16""], [19.80192592032342, ""process_44""], [23.797870360029457, ""process_27""], [26.655320527974553, ""process_31""], [27.412271498983305, ""process_20""]]"
user_7,"[[36.38845710526407, ""process_6""], [30.937916869640873, ""process_17""], [19.887728330389006, ""process_0""], [37.45376553408055, ""process_37""], [29.055355375158815, ""process_43""]]"
user_7,"[[36.292988412359435, ""process_37""], [28.200818923180652, ""process_17""], [20.17816394063731, ""process_44""], [12.369282481382633, ""process_15""], [37.704710579686996, ""process_5""], [30.69301810905888, ""process_41""], [19.779307658576858, ""process_41""]]"
user_7,"[[35.172626256974795, ""process_38""], [10.68665431700015, ""process_14""], [34.22745114705136, ""process_30""], [17.09054475952562, ""process_36""], [17.67257403231169, ""process_45""], [23.553872935938443, ""process_46""], [25.925311218091124, ""process_18""], [27.380186778579045, ""process_3""]]"
user_7,"[[36.378799243296996, ""process_38""], [9.473541441229344, ""process_36""], [33.69926280685861, ""process_30""], [15.029431888424284, ""process_19""], [35.63953750528013, ""process_21""], [8.876610649443506, ""process_32""]]"
user_7,"[[36.11251832807524, ""process_21""], [17.26387484395181, ""process_36""], [28.709805118750634, ""process_43""], [21.383051544091945, ""process_4""], [15.179517575293875, ""process_13""]]"
user_7,"[[37.42921007340011, ""process_38""], [28.587334484524735, ""process_12""], [19.796050361070623, ""process_28""], [13.070864202989242, ""process_16""], [38.61955407748251, ""process_25""], [11.142256634861598, ""process_46""], [37.7780695038222, ""process_38""], [30.02997069382397, ""process_16""]]"
user_7,"[[36.6963368498722, ""process_9""], [24.20641836061569, ""process_29""], [27.51778551902369, ""process_13""], [26.233837484321562, ""process_13""], [29.166879043026167, ""process_31""]]"
user_7,"[[37.542016873310935, ""process_25""], [30.18364508006466, ""process_17""], [20.003375653133048, ""process_44""], [38.03438042240954, ""process_3""], [30.80635755198469, ""process_15""], [24.350800706491395, ""process_44""], [25.48067582185095, ""process_0""], [28.117415720287227, ""process_18""]]"
user_7,"[[35.02682763549494, ""process_38""], [27.946704752401207, ""process_13""], [18.422619628425437, ""process_0""], [14.771893027061042, ""process_11""], [35.03854813959576, ""process_30""], [14.553844035679237, ""process_11""]]"
user_7,"[[34.84680108550431, ""process_25""], [15.7900189246, ""process_31""], [30.220471669967218, ""process_12""], [21.47020659200172, ""process_0""], [24.0561092534308, ""process_46""], [27.419106980188975, ""process_13""], [28.050132367862123, ""process_18""]]"
user_7,"[[36.00146530160952, ""process_6""], [18.935701329976865, ""process_28""], [30.268308758274955, ""process_7""], [14.25281590742569, ""process_47""], [29.795578463322975, ""process_43""]]"
user_8,"[[26.309945783112052, ""process_20""], [9.780974486494097, ""process_1""], [21.293164735367903, ""process_20""], [19.894618688348885, ""process_44""], [20.160933985658602, ""process_44""], [18.564335722414853, ""process_41""], [19.696039925688098, ""process_0""], [22.09703950449009, ""process_13""]]"
user_8,"[[25.141346360208768, ""process_23""], [21.827912803963027, ""process_0""], [30.973099890142127, ""process_17""], [36.65440894522729, ""process_25""], [24.89758752169187, ""process_46""], [10.094894311050309, ""process_48""], [22.297042704182306, ""process_41""], [20.917692578579985, ""process_42""]]"
user_8,"[[25.0996521247974, ""process_34""], [15.754556100234772, ""process_35""], [16.30417932951472, ""process_33""], [26.95235252216093, ""process_20""], [21.189857878961, ""process_45""]]"
user_8,"[[26.167738763691673, ""process_31""], [9.779204648799878, ""process_48""], [21.088633225635522, ""process_0""], [22.87758149686181, ""process_11""], [33.30987342012526, ""process_2""], [15.840004623594771, ""process_19""], [25.45086907998876, ""process_13""], [12.172209391244689, ""process_42""]]"
user_8,"[[27.440280986623755, ""process_18""], [8.995602923235868, ""process_12""], [18.511005493404777, ""process_31""], [20.740815682258855, ""process_32""], [22.24124317998258, ""process_10""], [33.08947415042725, ""process_40""], [15.766832821842703, ""process_26""], [13.322122182467949, ""process_12""]]"
user_8,"[[25.792041251039716, ""process_3""], [19.862852551262886, ""process_0""], [20.98274582169643, ""process_0""], [20.783142417347257, ""process_41""], [19.20273463359353, ""process_0""], [15.491516568815443, ""process_33""]]"
user_8,"[[27.30458910809818, ""process_20""], [20.199539597268647, ""process_41""], [20.226167299386997, ""process_42""], [19.610953139543106, ""process_42""], [21.61101229078055, ""process_41""]]"
user_8,"[[25.85229325879228, ""process_17""], [9.425627477026381, ""process_47""], [21.795227896701288, ""process_0""], [20.94416259084, ""process_0""], [23.96892279400539, ""process_29""]]"
user_8,"[[33.9718685826784, ""process_24""], [18.242138094381126, ""process_5""], [39.401505669675274, ""process_49""], [37.32184637084679, ""process_40""], [31.343393935573417, ""process_12""]]"
user_8,"[[32.95109902888575, ""process_40""], [18.3443587146006, ""process_36""], [29.96828109092205, ""process_16""], [30.829813498504425, ""process_17""], [28.533008657752173, ""process_12""], [36.21125502381116, ""process_13""], [23.95459954184907, ""process_27""]]"
user_8,"[[9.965073406784892, ""process_18""], [19.14455750508903, ""process_21""], [20.684390316733644, ""process_33""], [21.88201287332236, ""process_45""], [20.302388821718274, ""process_42""], [20.87297180806399, ""process_0""], [19.903079571354862, ""process_26""]]"
user_8,"[[28.00644289635521, ""process_39""], [19.86483809350375, ""process_30""], [19.901022620017667, ""process_42""], [22.63512404510076, ""process_27""], [33.27685070647586, ""process_47""], [18.20953129537004, ""process_14""], [25.034213092018057, ""process_26""]]"
user_8,"[[26.031290397769713, ""process_31""], [11.195461450839463, ""process_9""], [19.2079378225638, ""process_45""], [27.530641271389644, ""process_39""], [29.91231504681703, ""process_38""], [37.735560154985286, ""process_6""], [23.824348477698337, ""process_27""], [23.55410041567853, ""process_27""]]"
user_8,"[[26.422081783178168, ""process_33""], [19.86131546689839, ""process_44""], [20.840427408005386, ""process_0""], [19.57369886564058, ""process_0""], [19.574900988355175, ""process_45""], [19.301111706359947, ""process_42""], [18.29684826583177, ""process_36""]]"
user_8,"[[25.7428413668811, ""process_31""], [10.595661622485652, ""process_13""], [20.80438076880547, ""process_41""], [20.545543105536044, ""process_26""], [19.569084344308752, ""process_45""], [31.304547606772434, ""process_12""]]"
user_8,"[[24.361555484875463, ""process_31""], [21.407837923193973, ""process_42""], [19.705619640195458, ""process_0""], [20.281191105315408, ""process_0""], [17.080164047426788, ""process_26""], [14.522098235593097, ""process_43""], [36.31856018252364, ""process_38""], [24.318838093297693, ""process_29""]]"
user_8,"[[26.755740711416077, ""process_3""], [9.133093139405469, ""process_48""], [20.676538225535033, ""process_0""], [19.784552646281906, ""process_36""], [17.94955234646795, ""process_45""]]"
user_8,"[[32.54187470468757, ""process_24""], [15.535233406318934, ""process_33""], [27.283024538941078, ""process_3""], [21.275024658334452, ""process_0""], [21.36751036912437, ""process_41""], [20.123275467899184, ""process_44""], [21.548134269331342, ""process_0""]]"
user_8,"[[27.502179019890043, ""process_18""], [10.725243293962723, ""process_49""], [19.69545059126338, ""process_0""], [23.270524172863716, ""process_46""], [16.837472990287562, ""process_7""], [30.190825949365507, ""process_43""], [31.955224593592618, ""process_17""]]"
user_8,"[[33.97459189576892, ""process_2""], [16.540160376855074, ""process_19""], [13.894165424484997, ""process_40""], [9.561422262119896, ""process_14""], [21.216904587439345, ""process_0""], [18.9682720962042, ""process_41""], [21.59671036659447, ""process_48""]]"
user_8,"[[28.383228645666215, ""process_39""], [19.1132978589364, ""process_24""], [23.76383683905128, ""process_29""], [10.915738808394623, ""process_11""], [21.13277479572582, ""process_10""], [20.96785916528559, ""process_44""], [21.06670068680383, ""process_15""], [23.259671547218897, ""process_29""]]"
user_8,"[[26.491096690675064, ""process_24""], [21.492205887757656, ""process_44""], [20.101022458008657, ""process_44""], [22.896238299007162, ""process_10""], [24.878127883089938, ""process_45""], [9.079575127810667, ""process_1""]]"
user_8,"[[27.874788094046934, ""process_15""], [20.24274098406276, ""process_0""], [29.01689133232323, ""process_15""], [36.105179452308285, ""process_44""], [23.237290197723976, ""process_29""], [9.172917088763853, ""process_32""], [20.964818764841983, ""process_5""], [19.869648556517866, ""process_45""]]"
user_8,"[[27.19261588186134, ""process_3""], [8.73710219533384, ""process_13""], [19.682944313392387, ""process_45""], [20.181586529512124, ""process_45""], [19.603429878242025, ""process_0""], [24.18576750892522, ""process_28""]]"
user_8,"[[32.85676659324467, ""process_30""], [18.128269243129125, ""process_5""], [39.59048355872917, ""process_7""], [37.646744229051, ""process_0""], [24.27353813376275, ""process_46""], [8.956492620860352, ""process_1""], [18.657501567878413, ""process_0""], [23.027370180042226, ""process_43""]]"
user_8,"[[32.37883631453811, ""process_24""], [15.649547768084096, ""process_33""], [30.937577396579492, ""process_16""], [36.60739040941914, ""process_6""], [30.48017204598191, ""process_23""]]"
user_8,"[[10.8252253328581, ""process_17""], [19.734402183454183, ""process_42""], [18.5737257134231, ""process_20""], [18.960617092420907, ""process_44""], [19.615137984819032, ""process_44""]]"
user_8,"[[26.87793447460264, ""process_31""], [18.656339919520704, ""process_41""], [23.558352403109463, ""process_27""], [9.460334004254667, ""process_35""], [20.551131163525607, ""process_42""], [20.423293445878144, ""process_6""]]"
user_8,"[[27.30670937318469, ""process_31""], [19.168383621716224, ""process_42""], [20.923215482318177, ""process_10""], [11.07370450183179, ""process_14""], [20.204707736701064, ""process_0""], [22.7006679613856, ""process_46""], [32.76117736323099, ""process_39""]]"
user_8,"[[26.024211800853937, ""process_18""], [23.95686399552036, ""process_46""], [10.094726075009165, ""process_34""], [20.97940232078393, ""process_42""], [18.525656828333496, ""process_42""], [20.43049637194382, ""process_4""]]"
user_8,"[[26.522883504988958, ""process_13""], [11.708287631101355, ""process_32""], [20.384863577750515, ""process_6""], [19.56714627947733, ""process_45""], [20.230395494464958, ""process_42""], [23.74622099429712, ""process_46""], [10.95133821502635, ""process_42""], [18.968614393389043, ""process_0""]]"
user_8,"[[33.44160022765721, ""process_40""], [15.892315310352698, ""process_33""], [29.491857337338015, ""process_12""], [30.988367574947294, ""process_1""], [10.271151615477047, ""process_1""], [18.789865344093243, ""process_0""], [19.969582394640454, ""process_0""]]"
user_8,"[[25.393991864605315, ""process_3""], [18.305665011930227, ""process_0""], [19.184770224864927, ""process_45""], [19.48077050928219, ""process_41""], [19.341977187956264, ""process_38""], [19.887560231286816, ""process_7""]]"
user_8,"[[32.81295826199473, ""process_39""], [17.016624758766117, ""process_19""], [39.86464852057305, ""process_4""], [36.308626855822595, ""process_6""], [37.17289909736192, ""process_25""], [22.25591532198128, ""process_8""], [23.096257143225056, ""process_10""]]"
user_9,"[[17.126663391011558, ""process_33""], [10.380644421576548, ""process_27""], [33.34951146524966, ""process_24""], [40.51417322786288, ""process_9""], [16.726785207719338, ""process_5""], [10.4303240958258, ""process_14""], [40.84397942820917, ""process_49""], [15.002713619744508, ""process_26""]]"
user_9,"[[13.020479473320057, ""process_47""], [29.564246774537576, ""process_12""], [23.20008766207311, ""process_46""], [35.262071055861284, ""process_42""], [24.71408274811907, ""process_27""], [29.391844386400155, ""process_6""], [27.616358317858413, ""process_18""]]"
user_9,"[[39.816530947333554, ""process_49""], [15.246887963160582, ""process_36""], [37.2796689191538, ""process_39""], [39.15877285610679, ""process_23""], [17.26553254418033, ""process_19""]]"
