key,counter,timer,key_sequence
JdKL,1,130.67335432322767,"['ZoYX', 'xlrx', 'LkGn', 'sjXV', 'jgCY', 'rvtz', 'tbSj', 'ttDF', 'oetA', 'Ytbk', 'GIzD', 'PieA', 'CWvW', 'mVhx', 'Ytbk', 'TxKU', 'jqlU', 'UBKt', 'BqjV', 'ZOsC', 'Tysp', 'sbJR', 'Xzlh', 'LIVT', 'jHwb', 'CcZR', 'xlrx', 'eBGo', 'SSXt', 'tDqy', 'tFmS', 'mVhx', 'mVhx', 'hKxa', 'dnmG', 'Zbvx', 'vhtN', 'UxeJ', 'SHJi', 'kAAc', 'ZVxg', 'HuZB', 'FVYl', 'GIzD', 'VbKX', 'PrWN', 'NjSU', 'JeYO', 'FVYl', 'ohkU', 'nWHF', 'sbJR', 'ZVxg', 'XkJg', 'Hstk', 'hkqI', 'Ytbk', 'EjpJ', 'gaFB', 'jHwb', 'nHCg', 'FVYl', 'DVld', 'Dexs', 'vblA', 'Tzqz', 'JeYO', 'eBGo', 'sbJR', 'gkhP', 'HnMC', 'LNtu', 'Xzlh', 'RDZc', 'Xzlh', 'Dsqw', 'YYxg', 'JeYO', 'ZyOt', 'Xdit', 'Xzlh', 'vGiW', 'Hstk', 'xlrx', 'gzgF', 'ipMD', 'dIOS', 'aCaB']"
hBDP,5,6.768560264016537,"['tRzI', 'mqjc', 'sAJn', 'aWBL', 'Sdew', 'hXpz', 'IoFh', 'NGNk', 'hKxa', 'MwfG', 'sbcA', 'xJrT', 'vBYk', 'fwwy', 'WgSD', 'fwwy', 'eciG', 'NTak', 'RGSE', 'Mhxr', 'yTye', 'hqxk', 'NTak', 'tCyh', 'tCyh', 'vEBW', 'NBGo', 'aAtG', 'Mhxr', 'aAtG', 'NTQA', 'Mhxr', 'wFmv', 'hoRK', 'Oadn', 'Cvjs', 'pQtJ', 'pQtJ', 'iAxj', 'Mhxr', 'zlud', 'SFPL', 'rWUR', 'aAtG', 'qAkQ', 'fDEC', 'yILf', 'MFvC', 'CjFR', 'pFwJ', 'dwvz', 'aAtG']"
DfoB,2,5.567802717089774,"['PsRR', 'gtUM', 'LBfo', 'dfTj', 'eBGo', 'mVhx', 'juYo', 'FVYl', 'FVYl', 'aDfZ', 'CqeI', 'tFmS', 'ISPF', 'VZuz', 'ddwz', 'Sdew', 'LNtu', 'oeCF', 'Ytbk', 'uQME', 'MNCf', 'WqtP', 'WJUG', 'WJUG', 'JeYO', 'CWwK', 'sbJR', 'ISrK', 'PieA', 'gzgF', 'xlrx', 'ZOsC', 'GIzD', 'kAAc', 'GIzD', 'iDYS', 'FVYl', 'Mivf', 'efNE', 'eBGo', 'sbJR', 'gtUM', 'Hstk', 'fixn', 'UphN', 'tFmS', 'JeYO', 'Hwts', 'NiZY', 'xlrx', 'IntU', 'Ytbk', 'gzgF', 'opEZ', 'OfTS', 'JeYO', 'PVDY']"
DfoB,14,3.180325513901156,"['RzLA', 'IbaP', 'xlrx', 'IbaP', 'AbEv', 'IerC', 'BSwT', 'AjVT', 'YCKg', 'IbaP', 'jMPD', 'gQtG', 'hIlp', 'CPUx', 'nmNX', 'rLAi', 'zzFA', 'dGch', 'YCKg', 'CCxq', 'BSwT', 'AbEv', 'HVQd', 'nPpY', 'GkGp', 'apkh', 'HVSe', 'mfOT', 'ZfRN', 'CFll', 'zzFA', 'zzFA', 'nmNX', 'dxZZ', 'EjpJ', 'LNtu', 'jMPD', 'bQfT', 'FsEl', 'RTXa', 'MCUe', 'hkvD', 'TbGm', 'RJpN', 'zhCr', 'apkh', 'juYo', 'Iisw', 'dGch', 'SdmI', 'eBck', 'EjpJ', 'VxqL', 'YECR', 'SFAy', 'dNNg', 'dlnW']"
ohkU,15,81.78695285886715,"['WHPA', 'mIKa', 'tpcS', 'mVhx', 'hkqI', 'Mhxr', 'mZtb', 'xKeD', 'sbcA', 'hJvO', 'tRzI', 'LjnJ', 'eBck', 'MwfG', 'yILf', 'hieH', 'xJrT', 'zyki', 'iljo', 'gVRr', 'MFvC', 'sbcA', 'FIqp', 'xJrT', 'MFvC', 'iFMf', 'mySd', 'xJrT', 'UkAX', 'wadT', 'Krgt', 'eNcS', 'fwwy', 'sjXV', 'MwfG', 'yILf', 'Tysp', 'Zmji', 'EFzb', 'UxeJ', 'rKHS', 'MFvC', 'eBck', 'IXsc', 'zLYB', 'pQtJ', 'aVkg', 'SFAy', 'aWBL', 'MFvC', 'NjSU', 'IEQW', 'NTak', 'MwfG']"
ohkU,4,3.2916074076497903,"['UZrU', 'iLzV', 'TbGm', 'xGpE', 'vhtN', 'lxDG', 'ynmH', 'gVRr', 'ulLg', 'DDjZ', 'ohkU', 'IpqN', 'jBBL', 'QuIQ', 'xGpE', 'IMXv', 'pczk', 'IoFh', 'xoMx', 'Iijd', 'yAuA', 'UZrU', 'JWOG', 'QcLC', 'mQEs', 'RfLg', 'eKHU', 'XiUi', 'lPrT', 'IXhz', 'IMXv', 'HbJv', 'QcLC', 'uDnn', 'NwuI', 'BcZI', 'qnkX', 'RfLg', 'zmDD', 'Hbol', 'jkQM', 'oSQB', 'TzTD', 'uDnn', 'csah', 'aVkg', 'uDnn', 'Hbol', 'fbqP', 'nfau', 'KHZC', 'TbGm', 'IMXv', 'hiXP', 'IcuF', 'KGih', 'Hbol', 'VsLQ', 'RfLg', 'iGcD', 'txny', 'vkvV', 'sujg', 'zrgI', 'uDnn', 'UZrU', 'RPdS', 'QcLC', 'aVkg', 'AHgb', 'QIRM', 'rFPH', 'QcLC', 'lxDG', 'UZrU', 'RzLA', 'tasN', 'TbGm', 'LJZf', 'TbGm', 'RKFZ', 'YgZy', 'xlrx', 'zzFA', 'TbGm', 'SHJi', 'xGpE', 'PLei', 'dIOS', 'xKeD', 'YhqX', 'ecPD', 'ulZA', 'UZrU', 'RzLA', 'xGpE', 'EiGG', 'jqlU', 'YgZy', 'IMXv', 'ZzbA', 'TmyF', 'RzLA', 'TbGm', 'EyBw', 'UZrU']"
ohkU,5,20.861464816366517,"['zPJp', 'Mhxr', 'YqCa', 'ZLeV', 'DzrJ', 'MwfG', 'fhjB', 'glQL', 'bONa', 'fwwy', 'bhIk', 'JWOG', 'glQL', 'DzrJ', 'yTEX', 'fOpe', 'NtNR', 'MwfG', 'LfFj', 'LjnJ', 'woNf', 'cihL', 'eBck', 'Zmji', 'FRDQ', 'sbcA', 'aAtG', 'NTLY', 'sbcA', 'tCyh', 'vKMp', 'SStq', 'LqFA', 'quzI', 'LBfo', 'BZQZ', 'EyBw', 'yBIl', 'uDnn', 'RTbr', 'tCyh', 'YqCa', 'MwfG', 'VAsT', 'jdAv', 'rgsI', 'nebC', 'woJz', 'RVKH', 'bMrW', 'Mhxr', 'tCyh', 'WuxO', 'glQL', 'Zmji', 'cdPA', 'ROlb', 'Ekfp', 'FNIj', 'tRzI', 'LJZf', 'tRzI', 'rRBK', 'MEit', 'MFvC', 'IZEX', 'glQL', 'NoVh', 'Mhxr', 'MFvC', 'vkvV', 'fwwy', 'Eiiy', 'DnEU', 'glQL', 'pQtJ', 'NTLY', 'Znvu', 'PrWN', 'fOQt', 'pQtJ', 'FkEu', 'BNjl', 'FbOm', 'enRC', 'Cgmk', 'Xdit', 'hkqI', 'CjFR', 'XAKq', 'Zmji', 'Plbk', 'vhtN', 'ecfG', 'fwwy', 'fwwy', 'Xfaq', 'CFeq', 'EFzb', 'labp', 'fwwy', 'yILf', 'OboZ', 'fwwy', 'yBIl', 'IvMR']"
MmyP,7,0.5522438751516379,"['xJrT', 'ogjx', 'hryx', 'GwzY', 'glQL', 'MFvC', 'OzNN', 'MFvC', 'aAtG', 'Zmji', 'yILf', 'cZlS', 'BuGR', 'DzrJ', 'HziP', 'XAze', 'sbcA', 'JPVf', 'Zmji', 'XHjY', 'dIOS', 'nGOT', 'tCyh', 'DkCd', 'bQfT', 'yILf', 'LfvW', 'GrQN', 'LfFj', 'IWwC', 'RYQF', 'MSYg', 'Mhxr', 'NTak', 'UFLA', 'iCCe', 'MwfG', 'iFMf', 'iLit', 'KoaX', 'yTye', 'jHwb', 'LkGn', 'cNyH', 'HGJL', 'MwfG', 'woaO', 'aAtG', 'tpcS', 'CFll', 'tCyh', 'tCyh', 'dIOS', 'ttDF', 'QVpv', 'Zmji', 'JbyY', 'FVYl', 'sbcA', 'oCqK', 'tRzI', 'tDqy', 'rSYo', 'glQL', 'xnyk', 'SXvM', 'ohkU', 'yILf', 'MwfG', 'CjFR', 'XcOT', 'fwwy', 'xJrT', 'NwuI', 'SQfX', 'pQtJ', 'zzFA', 'IvMR', 'HEnQ', 'LfFj', 'xJrT', 'SYQT', 'ogJt', 'jkQM', 'ecPD', 'tCyh', 'vGkK', 'MwfG', 'Bvvh', 'MwfG', 'oYaQ', 'HbTn', 'HKFj', 'JXhF', 'yCnT', 'NTak', 'Mlvr', 'jJre', 'ywjc', 'LBfo', 'tCyh']"
MmyP,2,72.13213278921087,"['HiWo', 'zzFA', 'FcOA', 'raTD', 'HiSS', 'dGch', 'apkh', 'SYQT', 'zzFA', 'ythW', 'fixn', 'GAvK', 'wadT', 'VZuz', 'woJz', 'MBMy', 'ZLBN', 'GmIL', 'EiQp', 'zzFA', 'Ilkb', 'VZTg', 'ppkK', 'WZxC', 'LkGn', 'vGiW', 'dNNg', 'KGpI', 'apkh', 'FVYl', 'nmfp', 'YCKg', 'EjpJ', 'pFwJ', 'IbaP', 'nmNX', 'rLAi', 'EjpJ', 'mFkV', 'RYQF', 'HNLl', 'NoVh', 'jMPD', 'iXej', 'HiWo', 'EsiU', 'zzFA', 'apkh', 'CCxq', 'WyQu', 'jjAt', 'zzFA', 'CCxq', 'IbaP', 'ZpYI', 'Ytbk', 'NzAz', 'HbWR', 'PSUk', 'BAZC', 'BSwT', 'HiWo', 'bWqX', 'HiWo', 'UbQp', 'ohkU', 'QwZO', 'kAAc', 'Wufp', 'dGch', 'SSXt', 'BcWR', 'apkh', 'NoVh', 'yfjc', 'nmNX', 'ELgu', 'EjpJ', 'bQfT', 'amlM', 'JoIz', 'SQfX', 'wadT', 'BSwT', 'apkh', 'ZpYI', 'zzFA', 'gQtG', 'wadT']"
MmyP,4,2.0145835101716836,"['bkHC', 'rIZH', 'xJrT', 'tRzI', 'tCyh', 'wadT', 'irEq', 'xKeD', 'glQL', 'bhgI', 'txXS', 'NtNR', 'sbcA', 'NTak', 'xJrT', 'rvHA', 'PdZy', 'mySd', 'jhqm', 'BRRn', 'SHJi', 'cNyH', 'IpAA', 'REOx', 'HVQd', 'YQPh', 'Znvu', 'OdZB', 'zrgI', 'glQL', 'MwfG', 'vEBW', 'labp', 'cxiD', 'dNNg', 'glQL', 'pBAi', 'DpZg', 'BGPP', 'Mhxr', 'axEp', 'MSMD', 'RKFZ', 'xqqY', 'yILf', 'sbcA', 'aAtG', 'TTti', 'tRzI', 'zzFA']"
cnjX,11,2.2877519610088157,"['eLzN', 'ZTiR', 'eLzN', 'upgv', 'QHqy', 'ulLg', 'NFPl', 'pQMq', 'RKFZ', 'zgSx', 'OdZB', 'xlrx', 'QCED', 'TeAo', 'zDtn', 'EFzb', 'bdUx', 'Rqsd', 'MIsd', 'snAz', 'iCCe', 'iZMp', 'yCnT', 'wfBK', 'wFmv', 'OboZ', 'TeAo', 'Bvvh', 'zgSx', 'thpz', 'UkAX', 'RTbr', 'OfTS', 'mIKa', 'faqs', 'xpck', 'dnmG', 'FGXJ', 'IsHc', 'TeAo', 'HNXk', 'oBix', 'HNXk', 'jMPD', 'SxIH', 'TeAo', 'HNXk', 'TgYx', 'RTXa', 'dXTV', 'rXaW', 'uUrN', 'BSwT', 'TgYx', 'IpqN', 'HNXk', 'bdUx', 'sOTr', 'QcLC']"
cnjX,4,15.746227424727223,"['MNCf', 'OAfA', 'HEnQ', 'glQL', 'lScA', 'Zmji', 'NwuI', 'MFvC', 'iLzV', 'dGVZ', 'Zmji', 'zgSx', 'hoRK', 'xJrT', 'SXIN', 'gnQN', 'tCyh', 'ogjx', 'glQL', 'xoMx', 'aAtG', 'vAUK', 'tCyh', 'ISPF', 'YpjJ', 'nGOT', 'fwwy', 'xJrT', 'IpqN', 'xIsd', 'Zmji', 'tRzI', 'YQPh', 'sbcA', 'Yeeg', 'rrQS', 'gDdN', 'ieTG', 'UphN', 'TUyc', 'MFvC', 'tRzI', 'WtXr', 'sbcA', 'aAtG', 'NTak', 'RzLA', 'PodL', 'tCyh', 'jhqm', 'MFvC', 'wbrJ', 'rXaW', 'PKri', 'sbcA', 'aAtG', 'aAtG', 'Zmji', 'vAZI', 'WfYj', 'NTQA', 'hiqK', 'EiQp', 'DlKN', 'CoVQ', 'pFwJ', 'NCFO', 'QIRM', 'XAKq', 'rfYh', 'eBck', 'MwfG', 'vRmK', 'fkSA', 'yILf', 'IcuF', 'Flgh', 'eBck', 'dxZZ', 'UFLA', 'ogJt', 'xJrT', 'lxDG', 'tCyh', 'bEVO', 'sbcA', 'pQtJ', 'ebNp', 'glQL', 'GTeQ', 'tCyh', 'TykY', 'CjFR', 'fwwy', 'tRzI', 'LfFj', 'OzGj']"
cnjX,0,38.325004229629094,"['hZLA', 'gtUM', 'rIZH', 'MNCf', 'nmNX', 'tNDP', 'EjpJ', 'cxiD', 'oXQC', 'rNXu', 'haRZ', 'zzFA', 'jMPD', 'BqQy', 'dwpo', 'nGOT', 'odkO', 'jKDm', 'AAED', 'QzPM', 'nVVd', 'TSoP', 'HiWo', 'YqCa', 'bQfT', 'bQfT', 'iXBa', 'HiWo', 'rgsI', 'Vxnm', 'HiWo', 'xfVF', 'mrJu', 'jOyK', 'ZLBN', 'SFPL', 'SSXt', 'zzFA', 'HiWo', 'pZxs', 'RhJb', 'IbaP', 'CLip', 'Dsqw', 'jdAv', 'ZfRN', 'xlrx', 'zzFA', 'HiWo', 'wlyU', 'MFvC', 'IbaP', 'rNXu', 'JPVf', 'Kclp', 'Vsyx', 'IbaP', 'RfLg', 'gQtG', 'HwLG', 'BVRn', 'hkvD', 'SYQT', 'nmZp', 'iAxj', 'LigO', 'ogjx', 'SYQT', 'bhgI', 'nSRe', 'BRRn', 'DnEU', 'tCfy', 'GAvK', 'JoIz', 'EjpJ', 'zzFA', 'Xref', 'QCED', 'YpBK', 'cnjX', 'hswp', 'bEVO', 'bQfT', 'gQtG', 'BSwT', 'EjpJ', 'nmNX', 'XkJg', 'BSwT', 'ENLu', 'Zbvx', 'Dsqw', 'SYQT', 'wlyU', 'BSwT', 'wlyU', 'zsWw', 'qngi', 'wbrJ', 'Zmji', 'uDnn', 'vBYk', 'Dsqw', 'dGch', 'BSwT']"
cnjX,1,3.4966683109958234,"['PieA', 'WJUG', 'Xzlh', 'doGC', 'mVhx', 'pQMq', 'ZOsC', 'Xzlh', 'oXQC', 'xGpE', 'zgSx', 'ISPF', 'dIOS', 'JeYO', 'CPUx', 'zslz', 'dGlV', 'RDZc', 'Lpqv', 'JXhF', 'NoVh', 'EsRG', 'NZYf', 'CWKh', 'EsRG', 'ilRk', 'RDZc', 'cwqn', 'yAuA', 'RhJb', 'JeYO', 'txny', 'wFmv', 'yAuA', 'oZCz', 'GIzD', 'PieA', 'FVYl', 'Fboh', 'tFmS', 'TmyF', 'Udda', 'Hstk', 'ISPF', 'JeYO', 'WJUG', 'HuZB', 'Xzlh', 'sbJR', 'iqAh', 'WJUG', 'vDZl', 'JPVf', 'ChmK']"
nUOb,5,39.71504437141,"['aAtG', 'tpcS', 'MwfG', 'MwfG', 'tRzI', 'TUyc', 'HNXk', 'Oadn', 'aAtG', 'hqcW', 'DBuH', 'ecfG', 'LDyT', 'NTak', 'rRBK', 'SQfX', 'glQL', 'axEp', 'FfKS', 'yILf', 'vhtN', 'MYTz', 'pQtJ', 'oeCF', 'MwfG', 'qgVp', 'glQL', 'dyPL', 'HziP', 'aVkg', 'cFzV', 'JgYu', 'MwfG', 'mNTe', 'thpz', 'PieA', 'xJrT', 'fwwy', 'aAtG', 'yILf', 'tRzI', 'QzPM', 'xZoV', 'tCyh', 'KGih', 'MwfG', 'Ynfw', 'jBBL', 'aAtG', 'ddwz', 'YhqX', 'mcDR', 'eRfO', 'cMum', 'UxeJ', 'YSLY', 'WfYj', 'Ywan', 'UPPF', 'Mhxr', 'sbcA', 'Tdzm', 'Mhxr', 'sOTr', 'rEll', 'fOSF', 'zDtn']"
nUOb,7,6.1906536553457805,"['ZyOt', 'NGNk', 'mDlY', 'LfFj', 'UmEG', 'pQtJ', 'KSLW', 'pQtJ', 'nHfw', 'glQL', 'NTQA', 'tCyh', 'MFvC', 'LNTb', 'tRzI', 'glQL', 'GTeQ', 'aAtG', 'iFMf', 'TbGm', 'BxxS', 'zTIy', 'MFvC', 'ebNp', 'mcDR', 'Dexs', 'GbuD', 'CjFR', 'NTak', 'Mhxr', 'yILf', 'tCyh', 'gLXX', 'iFMf', 'RPdS', 'MwfG', 'Mhxr', 'cdPA', 'cdPA', 'YECR', 'JIeG', 'Mhxr', 'RTXa', 'tCyh', 'BHGN', 'jHwb']"
nUOb,5,106.41898777595098,"['DVld', 'dNNg', 'MFvC', 'uqrr', 'sbcA', 'MFvC', 'xJrT', 'UbQp', 'TVtJ', 'JIeG', 'TUyc', 'wCgE', 'FsEl', 'WqtP', 'SCVM', 'YOHW', 'mwwB', 'HnMC', 'mKKx', 'GwzY', 'iFMf', 'YpBK', 'Mhxr', 'tZnO', 'jhqm', 'oetA', 'JXtN', 'iXBO', 'IlfR', 'MYoQ', 'vgdt', 'JXhF', 'YQPh', 'KWOl', 'vGkK', 'NiZY', 'tCyh', 'gQtG', 'aIxV', 'Xdyo', 'qpQf', 'MYoQ', 'MwfG', 'crdZ', 'rsOL', 'MJUe', 'wRgM', 'glQL', 'wRgM', 'DzrJ', 'aAtG', 'Udda', 'HNXk', 'glQL', 'sOTr', 'Zmji', 'MFvC', 'fwwy', 'raTD', 'Zmji', 'pQtJ', 'TqIu', 'mVhx', 'MFvC', 'fwwy', 'zLYB', 'sbcA', 'MpcU', 'umxP', 'jaBo', 'ZyOt', 'AjVT', 'CjFR', 'MFvC', 'eBck', 'CPUx', 'PVDY', 'Cgmk', 'pQtJ', 'NGNk', 'cZlS', 'glQL', 'ulZA', 'glQL', 'CjFR', 'TykY', 'CaeF', 'yTEX', 'zzFA', 'MwfG', 'FcOA']"
SHJi,8,165.5857842282363,"['ngkg', 'JXhF', 'eALf', 'kUNm', 'CFll', 'oBix', 'jEPK', 'HNXk', 'NTLY', 'HNXk', 'nvxG', 'MSMD', 'oBix', 'bdUx', 'Ngti', 'WRHP', 'ETTw', 'DDKv', 'QCED', 'CcZR', 'PrWN', 'HNXk', 'HNXk', 'LNTb', 'Iisw', 'bKDj', 'TeAo', 'TmKR', 'TeAo', 'zWBP', 'NFPl', 'ZhBa', 'TeAo', 'OfTS', 'QCED', 'jtKA', 'KwpK', 'cEAS', 'fDEC', 'NFPl', 'Ilkb', 'naPr', 'VAsT', 'jjAt', 'MGOM', 'tCyh', 'kAAc', 'LNTb', 'DBLW', 'UbQp', 'KkNQ', 'Ioex']"
WSyk,1,14.496579194033906,"['eBck', 'HKFj', 'KGpI', 'Qnut', 'WyQu', 'txXS', 'XAKq', 'nraM', 'pKzD', 'iXBa', 'avms', 'PrWN', 'fkSA', 'Mhxr', 'Eiiy', 'HRAt', 'KdvC', 'DzrJ', 'cxiD', 'jKDm', 'pKzD', 'Zmji', 'Ilkb', 'wbrJ', 'amlM', 'zgSx', 'MwfG', 'YPtP', 'SXvM', 'eKHU', 'bCtP', 'gQtG', 'jhqm', 'sbJR', 'ofkl', 'jhqm', 'QwZO', 'fwwy', 'Pvdt', 'MwfG', 'HiWo', 'pQtJ', 'gQtG', 'tCfy', 'tFmS', 'LfFj', 'jhqm']"
WSyk,11,6.085016886474436,"['aOMM', 'LNTb', 'vqvL', 'mVhx', 'oCqK', 'NFPl', 'FsEl', 'txXS', 'vDZl', 'RTbr', 'VRIh', 'cnjX', 'Dlnu', 'Iisw', 'mwwB', 'NFPl', 'TeAo', 'Ekfp', 'XcOT', 'PCXh', 'HNXk', 'mVhx', 'WRHP', 'TeAo', 'FTjN', 'ulLg', 'qsWP', 'sjXV', 'BSwT', 'XZIo', 'PieA', 'qAkQ', 'VRIh', 'zvXb', 'zlud', 'FfKS', 'TeAo', 'EJmg', 'oBix', 'oCqK', 'rEhs', 'LNTb', 'sOTr', 'RtXZ', 'DzrJ', 'FkEu', 'TeAo', 'TeAo', 'XkJg', 'zAVj', 'qZBx', 'SFPL', 'HNXk', 'zhCr', 'FTjN', 'cZlS', 'SCVM', 'LfQv', 'PJGg', 'ywjc', 'TeAo', 'WRHP', 'aWBL', 'mIKa', 'TeAo', 'bdUx', 'eFGu', 'hqxk', 'RTbr', 'QIRM', 'Rrem', 'HGJL', 'FTjN', 'HNXk', 'QCED', 'RTbr', 'UuYz', 'NTQA', 'crdZ', 'DzrJ', 'Blwl', 'uDnn', 'xGpE', 'FTjN', 'Bell', 'xZoV', 'TUyc', 'mwwB']"
aIxV,1,118.51876363824647,"['iLzV', 'RfLg', 'PSUk', 'hIlp', 'iLzV', 'aBxI', 'fkjK', 'UBKt', 'aBxI', 'DpZg', 'uyHZ', 'TXez', 'XivE', 'UZrU', 'aBxI', 'eYRD', 'LfqT', 'uDnn', 'IbaP', 'jEPK', 'aBxI', 'QYfb', 'jqlU', 'CFll', 'XiUi', 'RfLg', 'Vsyx', 'AbEv', 'IvMR', 'HiWo', 'WraI', 'aBxI', 'TbGm', 'zrgI', 'rgsI', 'RzLA', 'TbGm', 'jOyK', 'lScA', 'IcuF', 'ogJt', 'DnEU', 'VxqL', 'naPr', 'ZLBN', 'naPr', 'WraI', 'WfYj', 'fDEC', 'pnSZ', 'LVRq', 'tZnO', 'UZrU', 'MJUe', 'naPr', 'gLXX', 'RfLg', 'IoFh', 'WraI', 'LjnJ', 'ZVxg', 'ZVxg', 'KGih', 'AcSm', 'efNE', 'Hbol', 'TbGm', 'ulLg', 'Yeeg', 'wtAr', 'VTMd', 'IMXv', 'VCRE', 'zrgI', 'UmEG', 'Hbol', 'RfLg', 'iXBO', 'uAVJ', 'Oadn', 'TeAo', 'UZrU', 'ffkk', 'LfqT', 'zGpX', 'QcLC', 'GrQN', 'tPxc', 'TmKR', 'IvMR', 'Hbol', 'jBBL', 'xGpE', 'DBuH', 'SdmI', 'dtck', 'bQfT', 'TzTD', 'UjPZ', 'IMXv', 'DXmv']"
aIxV,3,3.938739197678649,"['Zmji', 'Zmji', 'uAVJ', 'Arbf', 'MFvC', 'glQL', 'DXmv', 'oRYm', 'yfjc', 'IcuF', 'IerC', 'dWUD', 'PLei', 'tRzI', 'IbaP', 'NTak', 'rEHw', 'zHfv', 'RzLA', 'AbEv', 'glQL', 'MBMy', 'UjPZ', 'pQtJ', 'DzrJ', 'fDLl', 'CWwK', 'cnjX', 'Oadn', 'YQPh', 'hswp', 'LfFj', 'eBck', 'UFLA', 'eLzN', 'vblA', 'NGNk', 'CtVA', 'WHPA', 'Mhxr', 'MFvC', 'MJUe', 'YQPh', 'MwfG', 'fwwy', 'KJND', 'jgCY', 'MFvC', 'Zmji', 'mZtb', 'tYqh', 'NzAz', 'BqQy', 'sAJn', 'axEp', 'emlB', 'SFPL', 'nUOb', 'doGC', 'MwfG', 'pQtJ', 'aAtG', 'eBck', 'MJUe', 'GwzY', 'fCoF', 'JSHS', 'rFPH', 'wbrJ', 'LeFQ', 'iljo', 'QxAx', 'CjFR', 'vhtN', 'pQtJ', 'LIVT', 'pQtJ', 'ctlq', 'rmMV', 'LfFj', 'BYtC', 'zDtn', 'fmbT', 'zmDD', 'glQL', 'cYqK', 'YSLY', 'JoIz', 'xuOE', 'nmZp']"
aIxV,3,115.57871720248542,"['QdYH', 'NTLY', 'MFvC', 'NiZY', 'tCyh', 'ozKf', 'Xdit', 'tRzI', 'LdJG', 'MNCf', 'sbcA', 'MFvC', 'LLno', 'zAVj', 'zlud', 'jqlU', 'sbcA', 'glQL', 'cPpt', 'Mlvr', 'aAtG', 'InQV', 'dWUD', 'ISrK', 'RJpN', 'Mhxr', 'pCao', 'IEQW', 'glQL', 'oYaQ', 'UxeJ', 'nraM', 'rEll', 'pBAi', 'glQL', 'wfBK', 'tCyh', 'dwvz', 'tCyh', 'Krgt', 'fwwy', 'WdWb', 'ngkg', 'xFqM', 'QovH', 'aAtG', 'YQPh', 'yILf', 'MwfG', 'jhqm', 'jkQM', 'mZtb', 'tRzI', 'DzrJ', 'MFvC', 'xnmd', 'tNDP', 'RTjf', 'vcnq', 'FkEu', 'SQfX', 'pQtJ', 'Nion', 'FPQj', 'tCyh', 'yILf', 'xKeD', 'mIKa', 'pQtJ', 'NwuI', 'tCyh', 'cWAZ', 'sbcA', 'RDZc', 'zAVj', 'xvXZ', 'QdYH', 'dIOS', 'IrqS', 'aLJB', 'NTQA', 'iXej', 'glQL', 'pQtJ', 'pQtJ', 'IaQp', 'fwwy', 'tCfy', 'gsyD']"
aIxV,17,9.68420161756638,"['bdUx', 'dRpq', 'OfTS', 'nRku', 'QIRM', 'pPqM', 'FKcU', 'Iisw', 'nmNX', 'JWOG', 'zVRe', 'Iisw', 'HNXk', 'JXhF', 'wZGR', 'WRHP', 'jgCY', 'QCED', 'mcDR', 'TeAo', 'gSwa', 'FfKS', 'yCnT', 'cNyH', 'oCqK', 'OAfA', 'HNXk', 'NlrR', 'WIOq', 'BHGN', 'TeAo', 'Hbol', 'rSYo', 'ffkk', 'axEp', 'LNTb', 'PfKd', 'CoVQ', 'NtNR', 'WRHP', 'NFPl', 'VRIh', 'PKMq', 'bdUx', 'bMrW', 'xWDH', 'Cvbs', 'rLAi', 'ROQi', 'NFPl', 'FTjN', 'VHFa', 'TeAo', 'SStq', 'XcOT', 'hkvD', 'KJND', 'TeAo', 'MgKK', 'rXaW', 'JXhF', 'dRpq', 'nfau', 'cdPA', 'TeAo', 'zPJp', 'JdKL', 'vhfy', 'vYgW', 'YSLY', 'aOMM', 'hZLA', 'bdUx', 'LigO', 'vqvL', 'InLr', 'ZyOt', 'kjsL', 'xuOE', 'DDKv', 'DBuH', 'PrWN', 'yfjc', 'QCED', 'txXS', 'QCED', 'BSwT', 'QCED', 'oBix', 'mSxP', 'TeAo', 'DDKv', 'hIlp', 'ozKf', 'LNTb', 'IerC', 'BuGR']"
aIxV,2,30.06725727728731,"['odkO', 'XrGP', 'Hbol', 'Hwts', 'ZsHO', 'enRC', 'IMXv', 'Bell', 'TbGm', 'ZJuN', 'dtck', 'IvMR', 'HbWR', 'IvMR', 'BAZC', 'EiQp', 'YpBK', 'UZrU', 'gSwa', 'IMXv', 'YYxg', 'kAAc', 'aCaB', 'rWUR', 'zrgI', 'JHzP', 'Vsyx', 'HiWo', 'WraI', 'ELgu', 'Hbol', 'TbGm', 'xGpE', 'Iisw', 'IpAA', 'KHZC', 'CPUx', 'ecPD', 'gnQN', 'uDnn', 'pueU', 'QcLC', 'Hbol', 'zrgI', 'naPr', 'zmIa', 'eYRD', 'eLzN', 'TbGm', 'oXQC', 'uhGb', 'TVtJ', 'eFqu', 'aBxI', 'zrgI', 'fUhx', 'odkO', 'ecPD', 'rEHw', 'aBxI', 'ISrK', 'xGpE', 'XpMU', 'LkGn', 'iGcD', 'UBKt', 'jqlU', 'oeCF', 'cPpt', 'uDnn', 'caiz', 'NlrR', 'YCKg', 'IvMR', 'aBxI', 'UkAX', 'odkO', 'naPr', 'mSxP', 'IaQp', 'PieA', 'DzrJ', 'oSQB', 'vYgW', 'labp', 'TbGm', 'OfTS', 'TbGm', 'uAVJ']"
